Date,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
30/11/2021,Sweden,"1,204,859",,"15,119 ",,"1,158,493",+293,"31,247",42,"118,260","1,484","13,708,481","1,345,524","10,188,210 ",Europe,8,674,1,,,"3,067"
30/11/2021,Austria,"1,159,995","+8,186","12,492 ",+67,"1,007,909","+13,818","139,594",642,"127,767","1,376","110,579,782","12,179,754","9,078,983 ",Europe,8,727,0,902,7,"15,376"
30/11/2021,Portugal,"1,147,249","+2,907","18,441 ",+11,"1,075,237","+3,693","53,571",116,"112,977","1,816","21,283,107","2,095,889","10,154,691 ",Europe,9,551,0,286,1,"5,275"
30/11/2021,Hungary,"1,103,108","+6,390","34,521 ",+195,"882,659","+5,408","185,928",513,"114,600","3,586","8,443,744","877,210","9,625,685 ",Europe,9,279,1,664,20,"19,316"
30/11/2021,Switzerland,"1,009,900","+5,429","11,541 ",+13,"861,500","+1,237","136,859",203,"115,496","1,320","12,403,612","1,418,527","8,744,009 ",Europe,9,758,1,621,1,"15,652"
30/11/2021,Kazakhstan,"971,541",+654,"12,696 ",+18,"935,950","+1,137","22,895",528,"50,883",665,"11,575,012","606,220","19,093,759 ",Asia,20,"1,504",2,34,0.9,"1,199"
30/11/2021,Cuba,"962,486",+136,"8,304 ",+4,"953,337",+207,845,23,"85,049",734,"11,097,946","980,657","11,316,847 ",North America,12,"1,363",1,12,0.4,75
30/11/2021,Jordan,"953,943","+4,977","11,608 ",+24,"887,074","+3,094","55,261","1,064","92,203","1,122","12,169,073","1,176,193","10,346,151 ",Asia,11,891,1,481,2,"5,341"
30/11/2021,Morocco,"949,917",+132,"14,776 ",+1,"932,291",+158,"2,850",347,"25,312",394,"10,444,492","278,311","37,528,160 ",Africa,40,"2,540",4,4,0.03,76
30/11/2021,Greece,"938,903","+7,486","18,157 ",+90,"843,050","+7,168","77,696",664,"90,706","1,754","36,357,597","3,512,440","10,351,094 ",Europe,11,570,0,723,9,"7,506"
30/11/2021,Georgia,"845,643","+5,050","12,054 ",+80,"788,201","+4,214","45,388",,"212,561","3,030","11,560,729","2,905,913","3,978,346 ",Asia,5,330,0,"1,269",20,"11,409"
30/11/2021,Nepal,"821,366",+245,"11,526 ",+2,"802,909",+256,"6,931",,"27,492",386,"4,622,560","154,724","29,876,090 ",Asia,36,"2,592",6,8,0.07,232
30/11/2021,UAE,"742,041",+65,"2,147 ",+1,"736,939",+77,"2,955",,"73,768",213,"101,356,006","10,076,061","10,059,090 ",Asia,14,"4,685",0,6,0.10,294
30/11/2021,Tunisia,"717,572",+263,"25,373 ",+8,"691,031",+128,"1,168",58,"59,831","2,116","3,177,078","264,906","11,993,220 ",Africa,17,473,4,22,0.7,97
30/11/2021,Bulgaria,"695,057","+2,681","28,453 ",+128,"561,485","+2,557","105,119",717,"101,106","4,139","6,576,558","956,659","6,874,506 ",Europe,10,242,1,390,19,"15,291"
30/11/2021,Slovakia,"680,084","+7,069","14,418 ",+77,"555,525","+6,354","110,141",585,"124,480","2,639","4,585,219","839,264","5,463,379 ",Europe,8,379,1,"1,294",14,"20,160"
30/11/2021,Lebanon,"670,656","+2,051","8,725 ",+9,"633,299",+676,"28,632",186,"98,884","1,286","4,795,578","707,078","6,782,245 ",Asia,10,777,1,302,1,"4,222"
30/11/2021,Belarus,"654,718","+1,395","5,081 ",+14,"641,570","+1,438","8,067",,"69,320",538,"10,386,520","1,099,693","9,444,931 ",Europe,14,"1,859",1,148,1,854
30/11/2021,Guatemala,"617,984",+363,"15,943 ",+10,"600,621",+475,"1,420",5,"33,617",867,"3,120,035","169,723","18,383,054 ",North America,30,"1,153",6,20,0.5,77
30/11/2021,Croatia,"608,205","+3,858","10,899 ",+73,"567,869","+4,239","29,437",314,"149,455","2,678","3,449,298","847,601","4,069,482 ",Europe,7,373,1,948,18,"7,234"
30/11/2021,Azerbaijan,"588,318","+1,678","7,856 ",+23,"554,749","+1,934","25,713",,"57,295",765,"5,539,284","539,459","10,268,225 ",Asia,17,"1,307",2,163,2,"2,504"
30/11/2021,Ireland,"570,115","+5,458","5,652 ",,"441,593","+1,970","122,870",122,"113,667","1,127","8,983,297","1,791,052","5,015,655 ",Europe,9,887,1,"1,088",,"24,497"
30/11/2021,Costa Rica,"566,839",+48,"7,299 ",+3,"548,020","+1,082","11,520",83,"109,857","1,415","2,715,029","526,188","5,159,803 ",North America,9,707,2,9,0.6,"2,233"
30/11/2021,Sri Lanka,"563,989",+722,"14,346 ",+18,"529,662",,"19,981",,"26,183",666,"5,640,979","261,883","21,540,081 ",Asia,38,"1,501",4,34,0.8,928
30/11/2021,Saudi Arabia,"549,752",+32,"8,836 ",+2,"538,913",+28,"2,003",40,"15,452",248,"31,494,154","885,191","35,578,933 ",Asia,65,"4,027",1,0.9,0.06,56
30/11/2021,Bolivia,"537,559","+1,087","19,171 ",+10,"492,921",+975,"25,467",220,"45,182","1,611","2,593,083","217,947","11,897,757 ",South America,22,621,5,91,0.8,"2,140"
30/11/2021,Ecuador,"526,870",,"33,250 ",,"443,880",,"49,740",759,"29,236","1,845","2,013,368","111,723","18,021,114 ",South America,34,542,9,,,"2,760"
30/11/2021,Myanmar,"522,402",+471,"19,104 ",+7,"497,249",+589,"6,049",,"9,511",348,"5,583,908","101,664","54,924,965 ",Asia,105,"2,875",10,9,0.1,110
30/11/2021,Denmark,"487,401","+4,148","2,895 ",+12,"403,118",,"81,388",60,"83,731",497,"93,815,873","16,116,747","5,821,018 ",Europe,12,"2,011",0,713,2,"13,982"
30/11/2021,Panama,"477,742",+134,"7,365 ",+3,"467,826",+228,"2,551",20,"108,317","1,670","4,236,620","960,552","4,410,610 ",North America,9,599,1,30,0.7,578
30/11/2021,Lithuania,"470,298","+1,701","6,737 ",+15,"435,768","+3,362","27,793",127,"176,235","2,525","6,143,115","2,302,015","2,668,582 ",Europe,6,396,0,637,6,"10,415"
30/11/2021,Paraguay,"463,058",+57,"16,472 ",+3,"445,793",+70,793,38,"63,815","2,270","1,948,511","268,530","7,256,214 ",South America,16,441,4,8,0.4,109
30/11/2021,S. Korea,"447,230","+3,030","3,624 ",+44,"396,070","+2,453","47,536",661,"8,713",71,"15,804,065","307,882","51,331,529 ",Asia,115,"14,164",3,59,0.9,926
30/11/2021,Venezuela,"431,296",,"5,144 ",,"418,472",,"7,680",681,"15,228",182,"3,359,014","118,601","28,322,074 ",South America,66,"5,506",8,,,271
30/11/2021,Palestine,"430,443",+360,"4,535 ",+4,"422,781",+120,"3,127",42,"81,700",861,"2,736,577","519,413","5,268,600 ",Asia,12,"1,162",2,68,0.8,594
30/11/2021,Slovenia,"420,898","+2,482","5,224 ",+16,"378,536","+3,752","37,138",190,"202,419","2,512","1,936,323","931,219","2,079,342 ",Europe,5,398,1,"1,194",8,"17,860"
30/11/2021,Kuwait,"413,362",+35,"2,465 ",,"410,627",+17,270,,"94,814",565,"5,330,503","1,222,677","4,359,700 ",Asia,11,"1,769",1,8,,62
30/11/2021,Dominican Republic,"407,251",+138,"4,204 ",,"399,896",+433,"3,151",186,"37,018",382,"2,458,249","223,447","11,001,505 ",North America,27,"2,617",4,13,,286
30/11/2021,Uruguay,"399,695",+191,"6,131 ",+1,"391,489",+201,"2,075",12,"114,502","1,756","4,109,262","1,177,190","3,490,737 ",South America,9,569,1,55,0.3,594
30/11/2021,Mongolia,"381,528",+393,"2,003 ",+8,"313,256",,"66,269",192,"113,794",597,"4,030,048","1,202,002","3,352,781 ",Asia,9,"1,674",1,117,2,"19,765"
30/11/2021,Honduras,"377,888",,"10,403 ",,"120,308",,"247,177",59,"37,315","1,027","1,121,382","110,733","10,126,888 ",North America,27,973,9,,,"24,408"
30/11/2021,Libya,"372,636",+427,"5,456 ",+8,"345,986","+1,899","21,194",,"53,210",779,"1,908,835","272,567","7,003,170 ",Africa,19,"1,284",4,61,1,"3,026"
30/11/2021,Ethiopia,"371,536",+190,"6,755 ",+5,"349,037",+151,"15,744",233,"3,123",57,"3,871,923","32,543","118,977,453 ",Africa,320,"17,613",31,2,0.04,132
30/11/2021,Moldova,"363,774",+664,"9,119 ",+29,"363,774","+16,656","-9,119",206,"90,475","2,268","2,210,968","549,895","4,020,713 ",Europe,11,441,2,165,7,"-2,268.01"
30/11/2021,Egypt,"358,578",+949,"20,474 ",+62,"297,536",+639,"40,568",90,"3,413",195,"3,693,367","35,156","105,056,935 ",Africa,293,"5,131",28,9,0.6,386
30/11/2021,Armenia,"338,518",+398,"7,567 ",+32,"317,175",+977,"13,776",,"113,938","2,547","2,366,680","796,576","2,971,068 ",Asia,9,393,1,134,11,"4,637"
30/11/2021,Oman,"304,554",+4,"4,113 ",,"300,005",+54,436,4,"57,575",778,"25,000,000","4,726,190","5,289,673 ",Asia,17,"1,286",0,0.8,,82
30/11/2021,Bahrain,"277,690",+62,"1,394 ",,"275,953",+24,343,2,"155,582",781,"7,401,706","4,146,981","1,784,842 ",Asia,6,"1,280",0,35,,192
30/11/2021,Bosnia and Herzegovina,"275,065",+846,"12,586 ",+31,"192,218",,"70,261",,"84,584","3,870","1,397,409","429,711","3,251,974 ",Europe,12,258,2,260,10,"21,606"
30/11/2021,Norway,"267,843","+4,045","1,054 ",+4,"88,952",,"177,837",59,"48,867",192,"8,592,158","1,567,596","5,481,106 ",Europe,20,"5,200",1,738,0.7,"32,445"
30/11/2021,Singapore,"264,725","+1,239",718 ,+8,"251,533","+1,399","12,474",65,"44,752",121,"21,098,774","3,566,802","5,915,319 ",Asia,22,"8,239",0,209,1,"2,109"
30/11/2021,Kenya,"255,088",+109,"5,335 ",+1,"248,318",+10,"1,435",20,"4,601",96,"2,835,065","51,136","55,441,352 ",Africa,217,"10,392",20,2,0.02,26
30/11/2021,Latvia,"253,659",+931,"4,179 ",+24,"236,997",,"12,483",171,"136,617","2,251","5,334,912","2,873,307","1,856,715 ",Europe,7,444,0,501,13,"6,723"
30/11/2021,Qatar,"243,447",+157,611 ,,"240,791",+125,"2,045",15,"86,704",218,"2,993,286","1,066,059","2,807,805 ",Asia,12,"4,595",1,56,,728
30/11/2021,Estonia,"222,584",+724,"1,798 ",,"202,174",+859,"18,612",35,"167,634","1,354","2,334,155","1,757,917","1,327,796 ",Europe,6,738,1,545,,"14,017"
30/11/2021,North Macedonia,"215,585",+460,"7,581 ",+12,"200,003",+543,"8,001",,"103,485","3,639","1,471,420","706,309","2,083,253 ",Europe,10,275,1,221,6,"3,841"
30/11/2021,Nigeria,"214,218",+105,"2,977 ",+1,"207,304",+12,"3,937",11,"1,004",14,"3,479,682","16,310","213,341,137 ",Africa,996,"71,663",61,0.5,,18
30/11/2021,Algeria,"210,531",+187,"6,071 ",+7,"144,450",+155,"60,010",14,"4,682",135,"230,861","5,134","44,968,076 ",Africa,214,"7,407",195,4,0.2,"1,335"
30/11/2021,Australia,"210,239","+1,097","2,006 ",+9,"192,746",,"15,487",72,"8,112",77,"47,884,203","1,847,558","25,917,562 ",Australia/Oceania,123,"12,920",1,42,0.3,598
30/11/2021,Zambia,"210,169",+19,"3,667 ",,"206,406",+14,96,7,"10,998",192,"2,721,665","142,426","19,109,375 ",Africa,91,"5,211",7,1.0,,5
30/11/2021,Albania,"199,945",+195,"3,096 ",+4,"189,784",+557,"7,065",23,"69,586","1,077","1,394,136","485,194","2,873,357 ",Europe,14,928,2,68,1,"2,459"
30/11/2021,Botswana,"195,068",,"2,418 ",,"192,048",,602,1,"80,654","1,000","1,869,359","772,912","2,418,592 ",Africa,12,"1,000",1,,,249
30/11/2021,Uzbekistan,"193,208",+143,"1,402 ",+3,"189,859",+195,"1,947",23,"5,657",41,"1,377,915","40,344","34,153,753 ",Asia,177,"24,361",25,4,0.09,57
30/11/2021,Finland,"186,538",+916,"1,335 ",,"46,000",,"139,203",51,"33,593",240,"7,896,869","1,422,121","5,552,881 ",Europe,30,"4,159",1,165,,"25,069"
30/11/2021,Kyrgyzstan,"183,351",+66,"2,746 ",+3,"178,230",+118,"2,375",131,"27,464",411,"1,833,445","274,629","6,676,068 ",Asia,36,"2,431",4,10,0.4,356
30/11/2021,Montenegro,"157,376",+291,"2,307 ",+7,"152,495",+309,"2,574",60,"250,528","3,673","906,988","1,443,839","628,178 ",Europe,4,272,1,463,11,"4,098"
30/11/2021,Afghanistan,"157,289",+28,"7,308 ",,"140,549",+19,"9,432","1,124","3,916",182,"792,156","19,723","40,164,434 ",Asia,255,"5,496",51,0.7,,235
30/11/2021,Mozambique,"151,548",+20,"1,941 ",,"149,514",+22,93,8,"4,665",60,"977,894","30,099","32,489,229 ",Africa,214,"16,738",33,0.6,,3
30/11/2021,Zimbabwe,"134,625",+399,"4,707 ",+1,"128,747",+44,"1,171",12,"8,875",310,"1,593,325","105,043","15,168,267 ",Africa,113,"3,222",10,26,0.07,77
30/11/2021,Cyprus,"134,473",+613,597 ,+3,"124,370",,"9,506",51,"110,244",489,"9,477,138","7,769,598","1,219,772 ",Asia,9,"2,043",0,503,2,"7,793"
30/11/2021,Ghana,"130,920",,"1,209 ",,"129,042",,669,5,"4,093",38,"1,933,408","60,442","31,987,619 ",Africa,244,"26,458",17,,,21
30/11/2021,Namibia,"129,187",,"3,573 ",,"125,487",,127,2,"49,576","1,371","787,883","302,355","2,605,818 ",Africa,20,729,3,,,49
30/11/2021,Uganda,"127,512",+27,"3,252 ",,"97,537",+25,"26,723",115,"2,669",68,"1,958,401","40,992","47,775,449 ",Africa,375,"14,691",24,0.6,,559
30/11/2021,Cambodia,"120,134",+22,"2,940 ",+5,"116,507",+19,687,,"7,048",172,"2,715,508","159,309","17,045,531 ",Asia,142,"5,798",6,1,0.3,40
30/11/2021,El Salvador,"119,803",,"3,776 ",+2,"102,982",,"13,045",336,"18,340",578,"1,440,742","220,552","6,532,435 ",North America,55,"1,730",5,,0.3,"1,997"
30/11/2021,Cameroon,"106,794",,"1,791 ",,"102,716",,"2,287",152,"3,887",65,"1,751,774","63,754","27,477,249 ",Africa,257,"15,342",16,,,83
30/11/2021,Rwanda,"100,349",+5,"1,342 ",,"45,522",+1,"53,485",1,"7,486",100,"3,480,201","259,624","13,404,774 ",Africa,134,"9,989",4,0.4,,"3,990"
30/11/2021,Maldives,"91,650",+107,250 ,,"89,774",+227,"1,626",23,"165,441",451,"1,751,178","3,161,114","553,975 ",Asia,6,"2,216",0,193,,"2,935"
30/11/2021,Jamaica,"91,249",+27,"2,392 ",+1,"62,642",+103,"26,215",11,"30,626",803,"672,626","225,757","2,979,425 ",North America,33,"1,246",4,9,0.3,"8,799"
30/11/2021,Luxembourg,"89,181",+171,875 ,+1,"83,919",+50,"4,387",12,"139,270","1,366","3,688,070","5,759,487","640,347 ",Europe,7,732,0,267,2,"6,851"
30/11/2021,Senegal,"73,987",,"1,885 ",,"72,091",+3,11,2,"4,261",109,"874,023","50,330","17,365,747 ",Africa,235,"9,213",20,,,0.6
30/11/2021,Laos,"73,738","+1,291",170 ,+4,"7,339",,"66,229",,"9,932",23,"788,302","106,175","7,424,555 ",Asia,101,"43,674",9,174,0.5,"8,920"
30/11/2021,Trinidad and Tobago,"71,361",+763,"2,158 ",+24,"58,363",+457,"10,840",22,"50,759","1,535","445,676","317,006","1,405,890 ",North America,20,651,3,543,17,"7,710"
30/11/2021,Angola,"65,168",+13,"1,733 ",,"63,214",+8,221,3,"1,900",51,"1,179,270","34,375","34,306,210 ",Africa,526,"19,796",29,0.4,,6
30/11/2021,Malawi,"61,916",+15,"2,306 ",+1,"58,807",+12,803,67,"3,123",116,"442,053","22,296","19,826,625 ",Africa,320,"8,598",45,0.8,0.05,41
30/11/2021,Ivory Coast,"61,724",+12,704 ,,"60,739",+18,281,,"2,261",26,"1,151,972","42,198","27,298,982 ",Africa,442,"38,777",24,0.4,,10
30/11/2021,Réunion,"61,188","+2,140",384 ,+3,"57,781","+1,741","3,023",18,"67,661",425,"1,347,378","1,489,909","904,336 ",Africa,15,"2,355",1,"2,366",3,"3,343"
30/11/2021,DRC,"58,234",,"1,107 ",,"50,930",,"6,197",,624,12,"306,299","3,280","93,396,693 ",Africa,"1,604","84,369",305,,,66
30/11/2021,Guadeloupe,"55,147",,746 ,,"2,250",,"52,151",23,"137,791","1,864","551,264","1,377,399","400,221 ",North America,7,536,1,,,"130,306"
30/11/2021,Fiji,"52,506",,696 ,,"51,037",,773,,"57,978",769,"460,369","508,347","905,619 ",Australia/Oceania,17,"1,301",2,,,854
30/11/2021,Suriname,"50,823",+63,"1,166 ",,"29,570",+1,"20,087",9,"85,553","1,963","159,256","268,083","594,054 ",South America,12,509,4,106,,"33,813"
30/11/2021,Syria,"48,170",+102,"2,749 ",+5,"29,172",+94,"16,249",,"2,661",152,"103,566","5,722","18,099,930 ",Asia,376,"6,584",175,6,0.3,898
30/11/2021,Eswatini,"46,656",+74,"1,248 ",,"45,242",+1,166,10,"39,636","1,060","388,843","330,333","1,177,124 ",Africa,25,943,3,63,,141
30/11/2021,French Guiana,"46,014",+75,327 ,,"11,254",,"34,433",9,"148,627","1,056","451,659","1,458,880","309,593 ",South America,7,947,1,242,,"111,220"
30/11/2021,French Polynesia,"45,609",,636 ,,N/A,N/A,N/A,7,"161,048","2,246",,,"283,202 ",Australia/Oceania,6,445,,,,"40,512"
30/11/2021,Martinique,"45,501",+529,718 ,+9,104,,"44,679",1,"121,383","1,915","416,247","1,110,424","374,854 ",North America,8,522,1,"1,411",24,"119,190"
30/11/2021,Madagascar,"44,330",,967 ,,"42,915",,448,3,"1,545",34,"283,728","9,888","28,694,316 ",Africa,647,"29,674",101,,,16
30/11/2021,Sudan,"43,084",+258,"3,159 ",+18,"32,905",,"7,020",,951,70,"238,579","5,268","45,292,601 ",Africa,"1,051","14,338",190,6,0.4,155
30/11/2021,Malta,"39,435",+106,468 ,,"37,386",+54,"1,581",2,"88,977","1,056","1,211,456","2,733,405","443,204 ",Europe,11,947,0,239,,"3,567"
30/11/2021,Mauritania,"39,266",+53,832 ,+1,"37,546",+78,888,14,"8,143",173,"504,140","104,552","4,821,895 ",Africa,123,"5,796",10,11,0.2,184
30/11/2021,Cabo Verde,"38,370",+3,349 ,,"37,953",+4,68,23,"67,970",618,"211,166","374,068","564,513 ",Africa,15,"1,618",3,5,,120
30/11/2021,Guyana,"37,874",+49,994 ,+2,"35,651",+272,"1,229",18,"47,826","1,255","390,796","493,484","791,913 ",South America,21,797,2,62,3,"1,552"
30/11/2021,Gabon,"37,342",,279 ,,"32,296",,"4,767",10,"16,237",121,"1,399,453","608,518","2,299,771 ",Africa,62,"8,243",2,,,"2,073"
30/11/2021,Papua New Guinea,"35,179",+89,546 ,+1,"33,989",+105,644,7,"3,830",59,"249,149","27,122","9,186,083 ",Australia/Oceania,261,"16,824",37,10,0.1,70
30/11/2021,Guinea,"30,770",,387 ,,"29,725",,658,49,"2,257",28,"569,940","41,801","13,634,756 ",Africa,443,"35,232",24,,,48
30/11/2021,Belize,"30,431",+93,578 ,+4,"28,768",+122,"1,085",10,"74,620","1,417","349,397","856,762","407,811 ",North America,13,706,1,228,10,"2,661"
30/11/2021,Tanzania,"26,270",+9,730 ,,N/A,N/A,N/A,7,423,12,,,"62,131,352 ",Africa,"2,365","85,111",,0.1,,408
30/11/2021,Togo,"26,265",+15,243 ,,"25,915",+8,107,,"3,071",28,"580,145","67,835","8,552,259 ",Africa,326,"35,194",15,2,,13
30/11/2021,Barbados,"25,316",+164,229 ,+1,"22,029",+302,"3,058",,"87,942",795,"436,531","1,516,407","287,872 ",North America,11,"1,257",1,570,3,"10,623"
30/11/2021,Haiti,"25,175",,738 ,,"21,262",,"3,175",,"2,170",64,"132,422","11,417","11,598,748 ",North America,461,"15,716",88,,,274
30/11/2021,Benin,"24,850",,161 ,,"24,546",,143,5,"1,977",13,"604,310","48,073","12,570,703 ",Africa,506,"78,079",21,,,11
30/11/2021,Seychelles,"23,197",,125 ,,"22,590",,482,,"233,824","1,260",,,"99,207 ",Africa,4,794,,,,"4,859"
30/11/2021,Somalia,"23,016",,"1,327 ",,"12,046",,"9,643",,"1,393",80,"262,138","15,870","16,517,979 ",Africa,718,"12,448",63,,,584
30/11/2021,Bahamas,"22,791",+28,671 ,,"21,609",+2,511,4,"57,185","1,684","168,678","423,229","398,550 ",North America,17,594,2,70,,"1,282"
30/11/2021,Lesotho,"21,779",,662 ,,"13,689",,"7,428",,"10,054",306,"259,044","119,583","2,166,232 ",Africa,99,"3,272",8,,,"3,429"
30/11/2021,Mauritius,"21,543",+157,455 ,,"19,716",+173,"1,372",,"16,900",357,"358,675","281,369","1,274,750 ",Africa,59,"2,802",4,123,,"1,076"
30/11/2021,Mayotte,"20,973",+13,185 ,,"2,964",,"17,824",,"74,348",656,"176,919","627,163","282,094 ",Africa,13,"1,525",2,46,,"63,185"
30/11/2021,Burundi,"20,415",+19,38 ,,773,,"19,604",,"1,648",3,"345,742","27,906","12,389,652 ",Africa,607,"326,043",36,2,,"1,582"
30/11/2021,Timor-Leste,"19,822",,122 ,,"19,697",,3,,"14,641",90,"169,501","125,198","1,353,865 ",Asia,68,"11,097",8,,,2
30/11/2021,Congo,"18,970",+65,354 ,,"12,421",,"6,195",,"3,323",62,"188,207","32,964","5,709,536 ",Africa,301,"16,129",30,11,,"1,085"
30/11/2021,Channel Islands,"18,182",+298,103 ,,"15,907",+194,"2,172",,"103,233",585,"1,079,242","6,127,670","176,126 ",Europe,10,"1,710",0,"1,692",,"12,332"
30/11/2021,Iceland,"17,894",+124,35 ,,"16,318",+175,"1,541",2,"51,961",102,"1,248,736","3,626,136","344,371 ",Europe,19,"9,839",0,360,,"4,475"
30/11/2021,Mali,"17,434",+70,606 ,,"15,161",+26,"1,667",,827,29,"489,401","23,225","21,072,584 ",Africa,"1,209","34,773",43,3,,79
30/11/2021,Curaçao,"17,401",,178 ,,"17,119",,104,3,"105,434","1,079","336,234","2,037,276","165,041 ",North America,9,927,0,,,630
30/11/2021,Nicaragua,"17,254",+102,210 ,+1,"4,225",,"12,819",,"2,562",31,,,"6,735,816 ",North America,390,"32,075",,15,0.1,"1,903"
30/11/2021,Andorra,"17,185",+70,131 ,,"15,955",+52,"1,099",4,"221,914","1,692","193,595","2,499,935","77,440 ",Europe,5,591,0,904,,"14,192"
30/11/2021,Tajikistan,"17,095",,124 ,,"16,966",,5,,"1,737",13,,,"9,839,683 ",Asia,576,"79,352",,,,0.5
30/11/2021,Taiwan,"16,601",+5,848 ,,"15,608",+5,145,,695,36,"8,376,136","350,794","23,877,680 ",Asia,"1,438","28,158",3,0.2,,6
30/11/2021,Aruba,"16,354",+19,174 ,,"15,994",+8,186,13,"152,263","1,620","177,885","1,656,192","107,406 ",North America,7,617,1,177,,"1,732"
30/11/2021,Burkina Faso,"16,000",+289,286 ,+5,"15,345",+134,369,,737,13,"234,250","10,789","21,710,933 ",Africa,"1,357","75,912",93,13,0.2,17
30/11/2021,Brunei ,"15,058",,97 ,,"14,451",,510,,"33,961",219,"614,805","1,386,588","443,394 ",Asia,29,"4,571",1,,,"1,150"
30/11/2021,Equatorial Guinea,"13,592",+13,175 ,+2,"13,343",+20,74,1,"9,260",119,"242,340","165,094","1,467,891 ",Africa,108,"8,388",6,9,1,50
30/11/2021,Djibouti,"13,504",,186 ,,"13,293",,25,,"13,393",184,"246,724","244,699","1,008,276 ",Africa,75,"5,421",4,,,25
30/11/2021,Saint Lucia,"13,000",+11,280 ,,"12,607",+15,113,9,"70,341","1,515","100,242","542,397","184,813 ",North America,14,660,2,60,,611
30/11/2021,South Sudan,"12,758",+3,133 ,,"12,463",,162,2,"1,121",12,"267,531","23,511","11,378,990 ",Africa,892,"85,556",43,0.3,,14
30/11/2021,Hong Kong,"12,437",+6,213 ,,"12,133",,91,,"1,640",28,"28,195,188","3,718,272","7,582,874 ",Asia,610,"35,600",0,0.8,,12
30/11/2021,New Caledonia,"12,159",+20,276 ,,"11,591",+40,292,11,"42,018",954,"42,756","147,754","289,373 ",Australia/Oceania,24,"1,048",7,69,,"1,009"
30/11/2021,CAR,"11,708",,101 ,,"6,859",,"4,748",2,"2,366",20,"60,228","12,172","4,948,236 ",Africa,423,"48,992",82,,,960
30/11/2021,New Zealand,"11,576",+132,44 ,+1,"5,654",+9,"5,878",64,"2,314",9,"4,909,302","981,448","5,002,100 ",Australia/Oceania,432,"113,684",1,26,0.2,"1,175"
30/11/2021,Isle of Man,"11,339",+109,66 ,,"10,522",,751,1,"132,358",770,"133,676","1,560,378","85,669 ",Europe,8,"1,298",1,"1,272",,"8,766"
30/11/2021,Yemen,"10,004",+9,"1,950 ",+1,"6,887",+14,"1,167",23,325,63,"265,253","8,625","30,752,189 ",Asia,"3,074","15,770",116,0.3,0.03,38
30/11/2021,Gambia,"9,989",,342 ,,"9,638",,9,3,"3,976",136,"121,854","48,502","2,512,327 ",Africa,252,"7,346",21,,,4
30/11/2021,Eritrea,"7,358",+17,60 ,,"7,096",+12,202,,"2,035",17,"23,693","6,553","3,615,696 ",Africa,491,"60,262",153,5,,56
30/11/2021,Gibraltar,"7,248",+43,98 ,,"6,698",+5,452,3,"215,221","2,910","415,755","12,345,369","33,677 ",Europe,5,344,0,"1,277",,"13,422"
30/11/2021,Cayman Islands,"7,074",+336,5 ,+1,"2,990",+440,"4,079",22,"105,879",75,"204,495","3,060,753","66,812 ",North America,9,"13,362",0,"5,029",15,"61,052"
30/11/2021,Niger,"7,007",+18,259 ,+1,"6,613",+32,135,2,275,10,"188,729","7,419","25,440,031 ",Africa,"3,631","98,224",135,0.7,0.04,5
30/11/2021,Guinea-Bissau,"6,440",,148 ,,"6,271",+3,21,,"3,167",73,"107,064","52,648","2,033,572 ",Africa,316,"13,740",19,,,10
30/11/2021,Sierra Leone,"6,402",,121 ,,N/A,N/A,N/A,,780,15,"160,729","19,587","8,205,759 ",Africa,"1,282","67,816",51,,,230
30/11/2021,Dominica,"6,028",+73,38 ,,"5,615",+140,375,,"83,445",526,"109,026","1,509,240","72,239 ",North America,12,"1,901",1,"1,011",,"5,191"
30/11/2021,San Marino,"5,979",,93 ,,"5,610",,276,2,"175,688","2,733","90,716","2,665,609","34,032 ",Europe,6,366,0,,,"8,110"
30/11/2021,Grenada,"5,894",+6,200 ,,"5,624",,70,2,"52,040","1,766","87,383","771,533","113,259 ",North America,19,566,1,53,,618
30/11/2021,Liberia,"5,824",+1,287 ,,"5,523",,14,2,"1,115",55,"128,246","24,543","5,225,264 ",Africa,897,"18,206",41,0.2,,3
30/11/2021,Bermuda,"5,748",,106 ,,"5,609",,33,2,"92,780","1,711","646,478","10,434,975","61,953 ",North America,11,584,0,,,533
30/11/2021,St. Vincent Grenadines,"5,525",,74 ,,"4,991",,460,7,"49,579",664,"90,554","812,595","111,438 ",North America,20,"1,506",1,,,"4,128"
30/11/2021,Chad,"5,105",,175 ,,"4,874",,56,,299,10,"148,082","8,665","17,089,911 ",Africa,"3,348","97,657",115,,,3
30/11/2021,Liechtenstein,"4,633",+71,61 ,,"4,206",+67,366,9,"121,020","1,593","77,368","2,020,949","38,283 ",Europe,8,628,0,"1,855",,"9,560"
30/11/2021,Sint Maarten,"4,588",+4,75 ,,"4,488",+3,25,10,"105,319","1,722","62,056","1,424,512","43,563 ",North America,9,581,1,92,,574
30/11/2021,Comoros,"4,501",+3,150 ,,"4,296",+12,55,,"5,025",167,,,"895,722 ",Africa,199,"5,971",,3,,61
30/11/2021,Antigua and Barbuda,"4,141",,117 ,,"4,018",+10,6,11,"41,797","1,181","17,782","179,482","99,074 ",North America,24,847,6,,,61
